species,Mono,Bltc,Sp_D,Sp_L,Maze,St_H,St_D,St_V,Sddl,Eyes,Area
Alburnoides manyasensis,1,0,0,0,0,0,0,0,0,0,0
Alburnoides namaki,1,0,0,0,0,0,0,0,0,0,0
Alburnoides nicolausi,0,1,1,0,0,0,0,0,0,0,1
Alburnoides ohridanus,0,0,0,0,0,1,0,0,0,0,0
Alburnoides parhami,0,0,0,0,0,1,0,0,0,0,0
Alburnoides petrubanarescui,0,0,0,0,0,1,0,0,0,0,0
Alburnoides qanati,0,0,0,0,0,1,0,0,0,0,0
Alburnoides samiii,0,0,0,0,0,1,0,0,0,0,0
Alburnoides tabarestanensis,1,0,0,0,0,0,0,0,0,0,0
Alburnoides taeniatus,1,0,0,0,0,0,0,0,0,0,0
Alburnoides varentsovi,1,0,0,0,0,0,0,0,0,0,0
Alburnus adanensis,0,1,0,0,0,0,0,0,0,0,0
Alburnus albidus,1,0,0,0,0,0,0,0,0,0,0
Alburnus alburnus,1,0,0,0,0,0,0,0,0,0,0
Alburnus amirkabiri,1,0,0,0,0,0,0,0,0,0,0
Alburnus arborella,1,0,0,0,0,0,0,0,0,0,0
Alburnus atropatenae,0,0,0,0,0,1,0,0,0,0,0
Alburnus baliki,0,0,0,0,0,0,0,0,0,0,1
Alburnus battalgilae,1,0,0,0,0,0,0,0,0,0,0
Alburnus caeruleus,0,1,0,0,0,0,0,0,0,0,0
Alburnus chalcoides,1,0,0,0,0,0,0,0,0,0,0
Alburnus demiri,1,0,0,0,0,0,0,0,0,0,0
Alburnus derjugini,1,0,0,0,0,0,0,0,0,0,0
Alburnus escherichii,1,0,0,0,0,0,0,0,0,0,0
Alburnus filippii,1,0,0,0,0,0,0,0,0,0,0
Alburnus hohenackeri,1,0,0,0,0,0,0,0,0,0,0
Alburnus mento,1,0,0,0,0,0,0,0,0,0,0
Alburnus mossulensis,1,0,0,0,0,0,0,0,0,0,0
Alburnus nasreddini,0,0,0,0,0,0,0,0,0,0,1
Alburnus qalilus,0,1,0,0,0,0,0,0,0,0,0
Alburnus tarichi,1,0,0,0,0,0,0,0,0,0,0
Alburnus thessalicus,1,0,0,0,0,0,0,0,0,0,0
Alcichthys elongatus,0,1,0,1,0,0,0,0,1,0,0
Alcolapia alcalica,0,0,0,0,0,0,0,1,0,0,0
Alcolapia grahami,0,0,0,0,0,0,0,1,0,0,0
Alcolapia latilabris,0,0,0,0,0,0,0,1,0,0,0
Alcolapia ndalalani,0,0,0,1,0,0,0,0,0,0,0
Aldrichetta forsteri,1,0,0,0,0,0,0,0,0,0,0
Aldrovandia affinis,1,0,0,0,0,0,0,0,0,0,0
Aldrovandia gracilis,1,0,0,0,0,0,0,0,0,0,0
Aldrovandia oleosa,1,0,0,0,0,0,0,0,0,0,0
Aldrovandia phalacra,1,0,0,0,0,0,0,0,0,0,0
Alectis alexandrina,1,0,0,0,0,0,0,0,0,0,0
Alectis ciliaris,1,0,0,0,0,0,0,1,0,0,0
Alectis indica,1,0,0,0,0,0,0,1,0,0,0
Alepes apercna,0,0,0,0,0,0,0,1,0,0,0
Alepes djedaba,1,0,0,0,0,0,0,0,0,0,0
Alepes kleinii,0,0,0,0,0,0,0,1,0,0,0
Alepes melanoptera,1,0,0,0,0,0,0,0,0,0,0
Alepes vari,1,0,0,0,0,0,0,0,0,0,0
Alepisaurus brevirostris,1,0,0,0,0,0,0,0,0,0,0
Alepisaurus ferox,0,0,0,0,0,1,0,0,0,0,0
Alepocephalus australis,0,1,0,0,0,0,0,0,0,0,0
Alepocephalus bairdii,1,0,0,0,0,0,0,0,0,0,0
Alepocephalus bicolor,0,1,0,0,0,0,0,0,0,0,0
Alepocephalus blanfordii,1,0,0,0,0,0,0,0,0,0,0
Alepocephalus longiceps,1,0,0,0,0,0,0,0,0,0,0
Alepocephalus rostratus,0,1,0,0,0,0,0,0,0,0,0
Alepocephalus tenebrosus,1,0,0,0,0,0,0,0,0,0,0
Alestes baremoze,1,0,0,0,0,0,0,0,0,0,0
Alestes dentex,1,0,0,0,0,0,0,0,0,0,0
Alestopetersius caudalis,1,0,0,0,0,0,0,0,0,0,0
Alestopetersius nigropterus,1,0,1,0,0,0,0,0,0,0,0
Alestopetersius smykalai,1,0,0,0,0,0,0,0,0,0,0
Alfaro cultratus,1,0,0,0,0,0,0,0,0,0,0
Alfaro huberi,0,1,0,0,0,0,0,0,0,0,0
Alionematichthys phuketensis,1,0,0,0,0,0,0,0,0,0,0
Alionematichthys piger,1,0,0,0,0,0,0,0,0,0,0
Alionematichthys plicatosurculus,0,0,0,0,0,1,0,0,0,0,0
Alionematichthys riukiuensis,1,0,0,0,0,0,0,0,0,0,0
Allenbatrachus grunniens,0,1,0,0,0,0,0,0,0,0,0
Allenbatrachus meridionalis,0,1,0,0,0,0,0,0,0,0,0
Allenichthys glauerti,0,0,0,0,0,0,0,0,0,0,1
Alloblennius jugularis,0,0,0,1,0,0,0,1,0,0,0
Alloblennius parvus,0,0,1,0,0,0,0,0,0,0,0
Alloblennius pictus,0,0,1,0,0,0,0,0,0,0,0
Allocareproctus jordani,1,0,0,0,0,0,0,0,0,0,0
Allocareproctus kallaion,1,0,0,0,0,0,0,0,0,0,0
Alloclinus holderi,0,0,1,0,0,1,0,1,0,0,0
Allocyttus niger,1,0,0,0,0,0,0,0,0,0,0
Allocyttus verrucosus,1,0,0,0,0,0,0,0,0,0,0
Allodontichthys hubbsi,0,0,0,0,0,1,0,0,0,0,0
Allodontichthys polylepis,0,1,0,0,0,0,0,0,0,0,0
Allodontichthys tamazulae,0,1,0,0,0,0,0,1,0,0,0
Allodontichthys zonistius,0,0,1,0,0,0,0,1,0,0,0
Allomogurnda flavimarginata,0,0,1,0,0,0,0,0,0,0,0
Allomogurnda hoesei,1,1,0,0,0,0,0,1,0,0,0
Allomogurnda insularis,0,1,1,0,0,0,0,0,0,0,0
Allomogurnda landfordi,0,1,1,0,0,0,0,0,0,0,0
Allomogurnda montana,0,0,1,0,0,0,0,0,0,0,0
Allomogurnda nesolepis,0,1,1,0,0,1,0,0,0,0,0
Allomogurnda papua,0,1,0,0,0,0,0,0,0,0,0
Allomogurnda sampricei,0,0,1,0,0,0,0,1,0,0,0
Allomycterus pilatus,0,1,0,1,0,0,0,0,0,0,0
Alloophorus robustus,0,1,0,0,0,0,0,0,0,0,0
Allosmerus elongatus,1,0,0,0,0,0,0,0,0,0,0
Allotoca catarinae,0,1,0,0,0,0,0,0,0,0,0
Allotoca diazi,0,1,0,0,0,0,0,0,0,0,0
Allotoca dugesii,0,0,0,0,0,0,0,1,0,0,0
Allotoca goslinei,0,1,0,0,0,0,0,0,0,0,0
Allotoca zacapuensis,0,1,0,0,0,0,0,1,0,0,0
Alopias pelagicus,1,0,0,0,0,0,0,0,0,0,0
Alopias superciliosus,1,0,0,0,0,0,0,0,0,0,0
Alopias vulpinus,1,0,0,0,0,0,0,0,0,0,0
Alosa aestivalis,0,0,0,0,0,0,0,0,0,0,1
Alosa agone,0,0,1,0,0,0,0,0,0,0,0
Alosa alabamae,1,0,0,0,0,0,0,0,0,0,0
Alosa algeriensis,0,0,1,0,0,0,0,0,0,0,0
Alosa alosa,1,0,0,0,0,0,0,0,0,0,0
Alosa chrysochloris,1,0,0,0,0,0,0,0,0,0,0
Alosa fallax,1,0,0,0,0,0,0,0,0,1,0
Alosa immaculata,1,0,0,0,0,0,0,0,0,0,0
Alosa kessleri,1,0,0,0,0,0,0,0,0,0,0
Alosa macedonica,1,0,0,0,0,0,0,0,0,0,0
Alosa mediocris,1,0,0,0,0,0,0,0,0,0,0
Alosa pseudoharengus,0,0,0,0,0,1,0,0,0,0,0
Alosa sapidissima,1,0,0,0,0,0,0,0,0,0,0
Alosa tanaica,0,0,0,0,0,0,0,0,0,0,1
Alosa vistonica,1,0,0,0,0,0,0,0,0,0,0
Alphestes afer,0,1,1,0,0,0,0,0,0,0,0
Alphestes immaculatus,0,1,1,1,0,0,0,1,0,0,0
Alphestes multiguttatus,0,0,1,0,0,1,0,1,0,0,0
Alticorpus geoffreyi,0,0,0,0,0,0,0,1,0,0,0
Alticorpus macrocleithrum,0,0,0,0,0,0,0,1,0,0,0
Alticorpus mentale,0,0,0,0,0,0,0,1,0,0,0
Alticorpus peterdaviesi,0,0,0,0,0,0,0,1,0,0,0
Alticus anjouanae,0,1,0,0,0,0,0,1,0,0,0
Alticus arnoldorum,0,0,0,0,0,0,0,1,0,0,0
Alticus kirkii,0,1,0,0,0,0,0,1,0,0,0
Alticus saliens,0,1,0,0,0,0,0,1,0,0,0
Alticus simplicirrus,0,1,0,0,0,0,0,1,0,0,0
Altolamprologus calvus,0,0,0,1,0,0,0,1,0,0,0
Altolamprologus compressiceps,0,0,0,0,0,0,0,1,0,0,0
Altrichthys azurelineatus,0,0,0,0,0,0,0,0,0,0,1
Altrichthys curatus,0,0,0,0,0,0,0,1,0,0,0
Aluterus heudelotii,0,1,0,1,0,0,0,0,0,0,0
Aluterus monoceros,0,0,1,0,0,0,0,0,0,0,0
Aluterus schoepfii,0,0,1,1,0,0,0,0,0,0,0
Aluterus scriptus,0,0,1,1,1,0,0,0,0,0,0
Amanses scopas,0,0,0,0,0,0,0,1,0,0,1
Amaralia hypsiura,1,0,0,0,0,0,0,0,0,0,0
Amatitlania altoflava,0,1,0,0,0,0,0,0,0,1,0
Amatitlania myrnae,0,0,0,0,0,0,0,1,0,1,1
Amatitlania nanolutea,0,1,1,0,0,0,0,0,0,0,0
Amatitlania nigrofasciata,0,0,0,0,0,0,0,1,0,0,1
Amatitlania nigrofasciatus,0,0,0,0,0,0,0,1,0,0,0
Amatitlania sajica,0,0,0,0,0,0,0,1,0,0,0
Amatitlania septemfasciata,0,1,0,0,0,0,0,1,0,1,0
Amatitlania siquia,0,0,0,0,0,0,0,1,0,1,1
Amazonsprattus scintilla,1,0,0,0,0,0,0,0,0,0,0
Ambassis agrammus,1,0,0,0,0,0,0,0,0,0,0
Ambassis ambassis,1,0,0,0,0,0,0,0,0,0,0
Ambassis buruensis,1,0,0,0,0,0,0,0,0,0,0
Ambassis dussumieri,1,0,0,0,0,0,0,0,0,0,0
Ambassis gymnocephalus,1,0,0,0,0,0,0,0,0,0,0
Ambassis interrupta,1,0,0,0,0,0,0,0,0,0,0
Ambassis kopsii,1,0,0,0,0,0,0,0,0,1,0
Ambassis macleayi,1,0,0,0,0,0,0,0,0,0,0
Ambassis macracanthus,1,0,0,0,0,0,0,0,0,0,0
Ambassis miops,1,0,0,0,0,0,0,0,0,0,0
Ambassis nalua,1,0,0,0,0,0,0,0,0,0,0
Ambassis natalensis,1,0,0,0,0,0,0,0,0,0,0
Ambassis urotaenia,1,0,0,0,0,0,0,0,0,0,0
Ambassis vachellii,1,0,0,0,0,0,0,0,0,0,0
Ambastaia nigrolineata,0,0,0,0,0,1,0,1,0,0,0
Ambastaia sidthimunki,0,0,0,0,0,1,0,1,0,0,0
Ambloplites ariommus,0,1,0,0,0,0,0,0,0,0,0
Ambloplites cavifrons,0,1,0,1,0,1,0,0,0,0,0
Ambloplites constellatus,0,0,1,0,0,0,0,0,0,0,0
Ambloplites rupestris,0,1,1,0,0,1,0,0,0,0,0
Amblyceps apangi,1,0,0,0,0,0,0,0,0,0,0
Amblyceps arunchalensis,1,0,0,0,0,0,0,0,0,0,0
Amblyceps cerinum,1,0,0,0,0,0,0,0,0,0,0
Amblyceps foratum,1,0,0,0,0,0,0,0,0,0,0
Amblyceps mangois,1,0,0,0,0,0,0,0,0,0,0
Amblyceps platycephalus,1,0,0,0,0,0,0,0,0,0,0
Amblyceps protentum,1,0,0,0,0,0,0,0,0,0,0
Amblychaeturichthys hexanema,0,1,0,0,0,0,0,0,0,0,0
Amblychaeturichthys sciistius,0,1,1,0,0,0,1,0,0,0,0
Amblycirrhitus bimacula,0,0,1,0,0,0,0,1,0,1,0
Amblycirrhitus earnshawi,0,0,0,0,0,0,0,1,0,0,0
Amblycirrhitus pinos,0,0,1,0,0,0,0,1,0,0,0
Amblycirrhitus unimacula,0,1,1,0,0,0,0,0,0,0,0
Amblydoras affinis,0,0,0,0,0,1,0,0,0,0,0
Amblydoras nauticus,0,0,0,0,0,1,0,0,0,0,0
Amblyeleotris arcupinna,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris aurora,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris bellicauda,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris biguttata,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris bleekeri,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris diagonalis,0,0,0,0,0,0,1,0,0,0,0
Amblyeleotris downingi,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris ellipse,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris fasciata,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris fontanesii,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris guttata,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris gymnocephala,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris harrisorum,0,0,0,0,0,0,0,0,1,0,0
Amblyeleotris japonica,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris katherine,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris latifasciata,0,0,0,1,0,0,0,1,0,0,0
Amblyeleotris marquesas,0,0,0,1,0,0,1,0,0,0,0
Amblyeleotris masuii,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris melanocephala,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris morishitai,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris neglecta,0,1,0,0,0,0,0,1,0,0,0
Amblyeleotris neumanni,0,1,1,0,0,0,0,1,0,0,0
Amblyeleotris novaecaledoniae,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris ogasawarensis,0,0,0,1,0,0,0,1,0,0,0
Amblyeleotris periophthalma,0,1,1,0,0,0,0,1,0,0,0
Amblyeleotris randalli,0,0,1,1,0,0,0,1,0,1,0
Amblyeleotris rhyax,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris rubrimarginata,0,0,1,0,0,0,0,1,0,0,0
Amblyeleotris steinitzi,0,0,0,0,0,0,1,0,0,0,0
Amblyeleotris stenotaeniata,0,0,1,0,0,0,1,0,0,0,0
Amblyeleotris sungami,0,0,0,1,0,0,1,0,0,0,0
Amblyeleotris triguttata,0,0,0,0,0,0,0,1,0,0,0
Amblyeleotris wheeleri,0,0,1,0,0,0,1,0,0,0,0
Amblyeleotris yanoi,0,0,1,0,0,0,0,1,0,1,0
Amblygaster leiogaster,0,0,0,0,0,1,0,0,0,0,0
Amblygaster sirm,0,0,1,0,0,0,0,0,0,0,0
Amblyglyphidodon aureus,1,0,0,0,0,0,0,0,0,0,0
Amblyglyphidodon batunai,1,0,0,0,0,0,0,0,0,0,0
Amblyglyphidodon curacao,0,0,0,0,0,0,0,1,0,0,0
Amblyglyphidodon flavilatus,0,0,0,0,0,0,0,0,0,0,1
Amblyglyphidodon flavopurpureus,0,0,0,0,0,0,0,0,0,0,1
Amblyglyphidodon indicus,1,0,0,0,0,0,0,0,0,0,0
Amblyglyphidodon leucogaster,0,0,0,0,0,0,0,0,0,0,1
Amblyglyphidodon melanopterus,0,0,0,0,0,0,0,0,0,0,1
Amblyglyphidodon orbicularis,0,0,0,0,0,0,0,0,0,0,1
Amblyglyphidodon silolona,0,0,0,0,0,0,0,0,0,0,1
Amblyglyphidodon ternatensis,1,0,0,0,0,0,0,0,0,0,0
Amblygobius albimaculatus,0,0,0,1,0,0,0,1,0,1,0
Amblygobius buanensis,0,0,0,0,0,1,0,1,0,1,0
Amblygobius bynoensis,0,0,1,0,0,1,0,1,0,0,0
Amblygobius decussatus,0,0,0,0,0,1,0,1,0,0,0
Amblygobius esakiae,0,0,0,0,0,1,0,0,0,0,0
Amblygobius hectori,0,0,0,0,0,1,0,0,0,1,0
Amblygobius linki,0,0,0,0,0,1,0,1,0,0,0
Amblygobius magnusi,0,0,0,0,0,0,0,1,0,0,0
Amblygobius nocturnus,0,0,0,0,0,1,0,0,0,0,0
Amblygobius phalaena,0,0,0,1,0,1,0,1,0,1,0
Amblygobius rainfordi,0,0,0,1,0,1,0,0,0,1,0
Amblygobius semicinctus,0,0,0,0,0,1,0,1,0,1,0
Amblygobius sphynx,0,0,0,1,0,1,0,1,0,0,0
Amblygobius stethophthalmus,0,0,1,0,0,1,0,0,0,1,0
Amblyopsis rosae,1,0,0,0,0,0,0,0,0,0,0
Amblypharyngodon atkinsonii,1,0,0,0,0,0,0,0,0,0,0
Amblypharyngodon chulabhornae,1,0,0,0,0,0,0,0,0,0,0
Amblypharyngodon melettinus,1,0,0,0,0,0,0,0,0,0,0
Amblypharyngodon microlepis,0,0,0,0,0,0,0,0,0,0,1
Amblypharyngodon mola,1,0,0,0,0,0,0,0,0,0,0
Amblypomacentrus breviceps,0,0,0,0,0,0,0,1,0,0,0
Amblypomacentrus clarus,0,0,0,0,0,0,0,0,1,0,0
Amblyraja doellojuradoi,0,1,0,1,0,0,0,0,0,0,0
Amblyraja frerichsi,0,0,0,1,0,0,0,0,0,0,0
Amblyraja georgiana,0,0,1,0,1,0,0,0,0,0,0
Amblyraja hyperborea,0,1,0,0,0,0,0,0,0,0,0
Amblyraja jenseni,0,1,1,0,0,0,0,0,0,0,0
Amblyraja radiata,1,0,0,0,0,0,0,0,0,0,0
Amblyrhynchichthys micracanthus,1,0,0,0,0,0,0,0,0,0,0
Amblyrhynchichthys truncatus,1,0,0,0,0,0,0,0,0,0,0
Amblyrhynchotes honckenii,0,0,0,1,0,0,0,0,0,0,1
Ameca splendens,0,1,0,0,0,0,0,0,0,0,0
Ameiurus brunneus,1,0,0,0,0,0,0,0,0,0,0
Ameiurus catus,1,0,0,0,0,0,0,0,0,0,0
Ameiurus melas,1,0,0,0,0,0,0,0,0,0,0
Ameiurus natalis,1,0,0,0,0,0,0,0,0,0,0
Ameiurus nebulosus,0,1,0,0,0,0,0,0,0,0,0
Ameiurus platycephalus,0,1,0,0,0,0,0,0,0,0,0
Ameiurus serracanthus,0,1,0,1,0,0,0,0,0,0,0
Amia calva,0,1,0,1,1,0,0,0,0,1,0
Amioides polyacanthus,1,0,0,0,0,0,0,0,0,0,0
Ammocrypta beanii,0,1,0,0,0,0,0,0,0,0,0
Ammocrypta bifascia,1,0,0,0,0,0,0,0,0,0,0
Ammocrypta clara,0,0,1,0,0,0,0,0,0,0,0
Ammocrypta pellucida,0,0,1,0,0,0,0,0,0,0,0
Ammocrypta vivax,0,0,1,0,0,0,0,0,0,0,0
Ammocryptocharax elegans,0,1,0,0,0,0,0,0,0,0,0
Ammocryptocharax minutus,0,0,1,0,0,1,0,0,0,0,0
Ammodytes americanus,1,0,0,0,0,0,0,0,0,0,0
Ammodytes dubius,1,0,0,0,0,0,0,0,0,0,0
Ammodytes hexapterus,1,0,0,0,0,0,0,0,0,0,0
Ammodytes marinus,1,0,0,0,0,0,0,0,0,0,0
Ammodytes personatus,1,0,0,0,0,0,0,0,0,0,0
Ammodytes tobianus,1,0,0,0,0,0,0,0,0,0,0
Ammodytoides gilli,1,0,0,0,0,0,0,0,0,0,0
Ammodytoides kimurai,1,0,0,0,0,0,0,0,0,0,0
Ammodytoides leptus,1,0,0,0,0,0,0,0,0,0,0
Ammodytoides pylei,1,0,1,0,0,0,0,0,0,0,0
Ammodytoides xanthops,1,0,0,0,0,0,0,0,0,0,0
Ammolabrus dicrus,1,0,0,0,0,0,0,0,0,0,0
Ammotretis elongatus,0,1,0,0,0,0,0,0,0,0,0
Amniataba caudavittata,0,0,1,0,0,0,0,0,1,0,0
Amniataba percoides,0,0,0,0,0,0,0,1,0,0,0
Amoya madraspatensis,0,1,0,0,0,0,0,1,0,0,0
Amphiarius rugispinis,1,0,0,0,0,0,0,0,0,0,0
Amphichaetodon howensis,0,0,0,0,0,0,0,1,0,0,0
Amphichaetodon melbae,0,0,0,0,0,0,0,1,0,0,0
Amphichthys cryptocentrus,0,1,0,0,0,0,0,0,1,0,0
Amphilius atesuensis,0,0,0,0,0,0,0,1,1,0,0
Amphilius brevis,1,0,0,0,0,0,0,0,0,0,0
Amphilius chalei,0,1,1,0,1,0,0,0,0,0,0
Amphilius dimonikensis,0,0,0,0,0,0,0,0,1,0,0
Amphilius grandis,0,0,1,0,0,0,0,0,0,0,0
Amphilius jacksonii,0,1,0,0,0,0,0,0,1,0,0
Amphilius kakrimensis,0,1,0,0,0,0,0,0,0,0,0
Amphilius mamonekenensis,0,0,1,0,0,0,0,0,0,0,0
Amphilius platychir,0,0,0,0,0,1,0,0,0,0,0
Amphilius pulcher,0,1,1,0,0,0,0,0,0,0,0
Amphilius rheophilus,0,0,0,0,0,1,0,0,0,0,0
Amphilius uranoscopus,0,1,0,0,0,0,0,0,0,0,0
Amphilophus amarillo,0,0,0,0,0,0,0,1,0,1,0
Amphilophus astorquii,1,0,0,0,0,0,0,0,0,0,0
Amphilophus citrinellus,0,1,0,0,0,0,0,1,0,0,1
Amphilophus hogaboomorum,0,0,0,0,0,0,0,1,0,0,0
Amphilophus labiatus,0,1,0,0,0,0,0,1,0,0,0
Amphilophus lyonsi,0,1,0,0,0,0,0,1,0,1,1
Amphilophus sagittae,0,1,0,0,0,0,0,0,0,0,0
Amphilophus xiloaensis,0,0,0,0,0,0,0,0,0,1,0
Amphilophus zaliosus,0,0,0,0,0,0,0,1,0,0,0
Amphiprion akallopisos,0,0,0,0,0,0,0,0,0,0,1
Amphiprion akindynos,0,0,0,0,0,0,0,1,0,0,0
Amphiprion allardi,0,0,0,0,0,0,0,1,0,0,1
Amphiprion barberi,0,0,0,0,0,0,1,0,0,0,0
Amphiprion bicinctus,0,0,0,0,0,0,0,1,0,0,0
Amphiprion chagosensis,0,0,0,0,0,0,0,1,0,0,0
Amphiprion chrysogaster,0,0,0,0,0,0,0,1,0,0,1
Amphiprion chrysopterus,0,0,0,0,0,0,0,1,0,0,1
Amphiprion clarkii,0,0,0,0,0,0,0,1,0,0,1
Amphiprion ephippium,0,0,0,0,0,0,0,0,0,0,1
Amphiprion frenatus,0,0,0,0,0,0,0,1,0,0,1
Amphiprion fuscocaudatus,0,0,0,0,0,0,0,1,0,0,1
Amphiprion latezonatus,0,0,0,0,0,0,0,1,0,0,1
Amphiprion latifasciatus,0,0,0,0,0,0,0,1,0,0,1
Amphiprion leucokranos,0,0,0,0,0,0,0,1,0,0,0
Amphiprion mccullochi,0,0,0,0,0,0,1,0,0,0,0
Amphiprion melanopus,0,0,0,0,0,0,1,0,0,0,1
Amphiprion nigripes,0,0,0,0,0,0,0,1,0,0,0
Amphiprion ocellaris,0,0,0,0,0,0,0,1,0,0,1
Amphiprion omanensis,0,0,0,0,0,0,0,1,0,0,0
Amphiprion pacificus,1,0,0,0,0,0,0,0,0,0,0
Amphiprion percula,0,0,0,0,0,0,0,1,0,0,1
Amphiprion perideraion,0,0,0,0,0,0,0,1,0,0,0
Amphiprion polymnus,0,0,0,0,0,0,0,1,0,0,1
Amphiprion rubrocinctus,0,0,0,0,0,0,1,0,0,0,1
Amphiprion sandaracinos,0,0,0,0,0,1,0,0,0,0,0
Amphiprion sebae,0,0,0,0,0,0,0,1,0,0,1
Amphiprion thiellei,0,0,0,0,0,0,1,0,0,0,0
Amphiprion tricinctus,0,0,0,0,0,0,0,1,0,0,0
Amphistichus argenteus,0,0,0,0,0,0,0,1,0,0,0
Amphistichus koelzi,0,0,1,0,0,0,0,1,0,0,0
Amphistichus rhodoterus,0,1,1,0,0,0,0,0,0,0,0
Amsichthys knighti,1,0,0,0,0,0,0,0,0,0,0
Anabarilius grahami,1,0,0,0,0,0,0,0,0,0,0
Anabas cobojius,1,0,0,0,0,0,0,0,0,0,0
Anabas testudineus,0,0,0,0,0,0,0,1,0,0,0
Anableps anableps,0,0,0,0,0,1,0,0,0,0,0
Anableps dowei,0,0,0,0,0,1,0,0,0,0,0
Anableps microlepis,0,0,0,0,0,1,0,0,0,0,0
Anablepsoides amphoreus,0,0,1,0,0,0,0,0,0,0,0
Anablepsoides atratus,0,1,0,0,0,0,0,0,0,0,0
Anablepsoides beniensis,0,1,0,0,0,1,0,0,0,1,0
Anablepsoides caurae,0,1,0,0,0,0,0,0,0,0,0
Anablepsoides christinae,0,0,0,0,0,1,0,0,0,0,0
Anablepsoides cryptocallus,0,1,0,0,0,0,0,0,0,0,0
Anablepsoides deltaphilus,0,1,0,0,0,0,0,0,0,0,0
Anablepsoides derhami,0,1,0,0,1,0,0,0,0,0,0
Anablepsoides hartii,0,0,0,0,0,1,0,0,0,0,0
Anablepsoides iridescens,0,0,1,0,0,1,0,0,0,0,0
Anablepsoides limoncochae,0,0,1,0,0,1,0,0,0,0,0
Anablepsoides ophiomimus,0,0,1,0,0,1,0,0,0,0,0
Anablepsoides ornatus,0,1,0,0,0,0,0,0,0,0,0
Anablepsoides peruanus,0,0,1,0,0,0,0,0,0,0,0
Anablepsoides roraima,0,0,1,0,0,1,0,0,0,0,0
Anablepsoides rubrolineatus,0,0,0,0,0,1,0,0,0,0,0
Anablepsoides speciosus,0,1,0,0,0,0,0,0,0,0,0
Anablepsoides stagnatus,0,1,0,0,0,1,0,0,0,0,0
Anablepsoides urophthalmus,0,0,1,0,0,0,0,0,0,0,0
Anablepsoides waimacui,0,0,1,0,0,1,0,0,0,0,0
Anacanthobatis americana,1,0,0,0,0,0,0,0,0,0,0
Anacanthobatis folirostris,1,0,0,0,0,0,0,0,0,0,0
Anacanthobatis marmorata,1,0,0,0,0,0,0,0,0,0,0
Anacanthus barbatus,0,0,0,1,0,0,0,0,0,0,0
Anadoras grypus,0,0,1,0,0,0,0,0,0,0,0
Anadoras weddellii,0,0,1,0,0,0,0,0,0,0,0
Anaecypris hispanica,1,0,0,0,0,0,0,0,0,0,0
Anampses caeruleopunctatus,0,0,0,1,0,0,0,1,0,0,0
Anampses chrysocephalus,0,0,0,1,0,0,0,0,0,0,1
Anampses cuvier,0,0,1,1,1,0,0,0,0,0,0
Anampses elegans,0,0,0,1,0,1,0,1,0,0,1
Anampses femininus,0,0,0,1,0,1,0,0,0,0,1
Anampses geographicus,0,0,0,0,1,0,0,0,0,1,1
Anampses lennardi,0,0,0,0,0,1,0,0,0,1,1
Anampses lineatus,0,0,0,1,1,1,0,1,0,0,1
Anampses melanurus,0,0,0,1,1,0,0,0,0,0,1
Anampses meleagrides,0,0,0,1,0,0,0,0,0,0,1
Anampses neoguinaicus,0,0,0,1,0,0,0,0,0,1,1
Anampses twistii,0,0,0,1,0,0,0,0,0,1,1
Anaora tentaculata,0,1,1,0,0,0,0,0,0,0,0
Anarchias allardicei,0,1,0,0,0,0,0,0,0,0,0
Anarchias galapagensis,0,1,0,0,0,0,0,0,0,0,0
Anarchias leucurus,0,1,0,0,0,0,0,0,0,0,0
Anarchias seychellensis,0,1,0,0,0,0,0,0,0,0,0
Anarchias similis,0,1,0,0,0,0,0,1,0,0,0
Anarchopterus criniger,0,1,0,0,0,0,0,1,0,0,0
Anarchopterus tectus,0,0,0,0,0,0,0,1,0,0,0
Anarhichas denticulatus,0,1,0,0,1,0,0,0,0,0,0
Anarhichas lupus,0,1,0,0,0,0,0,1,0,0,0
Anarhichas minor,0,0,1,0,0,0,0,0,0,0,0
Anarhichas orientalis,0,0,1,0,0,1,0,0,0,0,0
Anarrhichthys ocellatus,0,1,1,0,0,0,0,0,0,0,0
Ancharius fuscus,1,0,0,0,0,0,0,0,0,0,0
Ancharius griseus,1,0,0,0,0,0,0,0,0,0,0
Ancherythroculter kurematsui,1,0,0,0,0,0,0,0,0,0,0
Ancherythroculter nigrocauda,1,0,0,0,0,0,0,0,0,0,0
